provinceID,x,y,province_r,province_g,province_b,owner_r,owner_g,owner_b,owner_name
province_1563,1595,1799,98,86,142,159,163,165,Buyeo
province_1564,3987,696,98,92,201,145,188,180,Baekje
province_1565,1089,731,98,97,172,159,163,165,Buyeo
province_1566,2848,967,98,97,181,20,125,175,Ethopia
province_1567,2688,767,98,104,231,168,28,7,Rome
province_1568,2797,553,98,125,163,168,28,7,Rome
province_1569,1218,500,98,129,105,159,163,165,Buyeo
province_1570,1528,1594,98,134,178,159,163,165,Buyeo
province_1571,2847,1272,98,138,126,159,163,165,Buyeo
province_1572,1038,835,98,147,208,159,163,165,Buyeo
province_1573,3809,1021,98,160,59,159,163,165,Buyeo
province_1574,3370,462,98,174,67,159,163,165,Buyeo
province_1575,2595,418,98,179,61,159,163,165,Buyeo
province_1576,3350,609,98,210,98,147,68,115,Unknown24
province_1577,1258,628,98,211,74,159,163,165,Buyeo
province_1578,3771,765,98,220,59,222,58,63,Eastern_Han_Empire
province_1579,4143,642,98,229,229,159,163,165,Buyeo
province_1580,1003,595,98,236,198,159,163,165,Buyeo
province_1581,2656,1539,98,249,199,159,163,165,Buyeo
province_1582,2926,665,98,253,156,168,28,7,Rome
province_1583,3686,822,99,51,75,159,163,165,Buyeo
province_1584,2545,876,99,55,155,159,163,165,Buyeo
province_1585,2926,1221,99,61,223,159,163,165,Buyeo
province_1586,1651,1683,99,61,241,159,163,165,Buyeo
province_1587,4014,1050,99,69,56,159,163,165,Buyeo
province_1588,3263,852,99,75,107,65,190,187,Unknown4
province_1589,2331,806,99,95,203,159,163,165,Buyeo
province_1590,2510,604,99,95,226,168,28,7,Rome
province_1591,2558,439,99,101,141,159,163,165,Buyeo
province_1592,1267,609,99,101,170,159,163,165,Buyeo
province_1593,2216,1016,99,106,153,159,163,165,Buyeo
province_1594,2866,1321,99,112,72,159,163,165,Buyeo
province_1595,3984,931,99,112,143,159,163,165,Buyeo
province_1596,2503,433,99,112,164,159,163,165,Buyeo
province_1597,3799,889,99,114,77,222,58,63,Eastern_Han_Empire
province_1598,1684,1514,99,133,160,159,163,165,Buyeo
province_1599,1642,384,99,135,135,159,163,165,Buyeo
province_1600,2705,511,99,151,199,159,163,165,Buyeo
province_1601,2888,335,99,153,157,159,163,165,Buyeo
province_1602,2354,416,99,160,88,168,28,7,Rome
province_1603,3424,821,99,172,121,73,116,129,Unknown6
province_1604,3817,889,99,185,245,222,58,63,Eastern_Han_Empire
province_1605,2817,428,99,192,110,159,163,165,Buyeo
province_1606,1440,1719,99,201,209,159,163,165,Buyeo
province_1607,3767,843,99,204,84,222,58,63,Eastern_Han_Empire
province_1608,2683,233,99,222,249,159,163,165,Buyeo
province_1609,3445,949,99,223,81,216,141,84,Satavahana
province_1610,2482,559,99,223,172,168,28,7,Rome
province_1611,1415,1227,99,226,110,159,163,165,Buyeo
province_1612,3059,819,99,231,118,255,197,140,Persia_Clients
province_1613,1441,1944,99,239,51,159,163,165,Buyeo
province_1614,2654,186,99,241,184,159,163,165,Buyeo
province_1615,2364,704,99,245,116,168,28,7,Rome
province_1616,2576,582,99,255,214,168,28,7,Rome
province_1617,2674,362,100,50,141,159,163,165,Buyeo
province_1618,2321,468,100,53,201,168,28,7,Rome
province_1619,1740,1579,100,63,162,159,163,165,Buyeo
province_1620,2707,537,100,66,238,159,163,165,Buyeo
province_1621,3955,1570,100,84,185,159,163,165,Buyeo
province_1622,1875,332,100,92,192,159,163,165,Buyeo
province_1623,2515,418,100,100,226,159,163,165,Buyeo
province_1624,3492,688,100,103,189,159,163,165,Buyeo
province_1625,4087,1263,100,110,218,159,163,165,Buyeo
province_1626,2361,435,100,111,187,168,28,7,Rome
province_1627,2440,566,100,112,200,168,28,7,Rome
province_1628,1472,964,100,115,247,159,163,165,Buyeo
province_1629,2988,1549,100,120,228,159,163,165,Buyeo
province_1630,2395,1016,100,127,54,159,163,165,Buyeo
province_1631,2504,369,100,134,93,159,163,165,Buyeo
province_1632,1367,606,100,134,226,159,163,165,Buyeo
province_1633,4276,1805,100,137,240,159,163,165,Buyeo
province_1634,1335,1371,100,139,97,159,163,165,Buyeo
province_1635,1504,1703,100,162,59,159,163,165,Buyeo
province_1636,3405,992,100,169,230,216,141,84,Satavahana
province_1637,3935,1689,100,183,162,159,163,165,Buyeo
province_1638,2985,1434,100,183,207,159,163,165,Buyeo
province_1639,2272,709,100,191,211,168,28,7,Rome
province_1640,4624,1498,100,192,89,159,163,165,Buyeo
province_1641,2356,1100,100,196,166,159,163,165,Buyeo
province_1642,4594,1800,100,201,78,159,163,165,Buyeo
province_1643,1556,1228,100,206,103,159,163,165,Buyeo
province_1644,2511,1132,100,208,165,159,163,165,Buyeo
province_1645,3355,867,100,209,198,128,0,0,Unknown15
province_1646,2808,1293,100,212,246,159,163,165,Buyeo
province_1647,1424,1241,100,214,99,159,163,165,Buyeo
province_1648,3924,1722,100,231,120,159,163,165,Buyeo
province_1649,2280,667,100,238,152,168,28,7,Rome
province_1650,3144,328,100,252,52,159,163,165,Buyeo
province_1651,3998,972,101,51,176,159,163,165,Buyeo
province_1652,3837,744,101,60,112,222,58,63,Eastern_Han_Empire
province_1653,1419,1565,101,60,164,159,163,165,Buyeo
province_1654,1164,337,101,63,216,159,163,165,Buyeo
province_1655,2944,1026,101,67,122,204,90,62,Himyar
province_1656,1691,1503,101,81,137,159,163,165,Buyeo
province_1657,1616,1417,101,82,54,159,163,165,Buyeo
province_1658,1434,622,101,87,97,159,163,165,Buyeo
province_1659,2871,586,101,100,196,168,28,7,Rome
province_1660,2420,440,101,101,176,159,163,165,Buyeo
province_1661,2487,573,101,104,155,168,28,7,Rome
province_1662,2429,330,101,110,83,159,163,165,Buyeo
province_1663,3785,628,101,113,109,222,58,63,Eastern_Han_Empire
province_1664,2298,1082,101,115,167,159,163,165,Buyeo
province_1665,3787,696,101,124,101,222,58,63,Eastern_Han_Empire
province_1666,2690,318,101,139,253,159,163,165,Buyeo
province_1667,3394,1079,101,140,135,215,0,121,Unknown46
province_1668,976,924,101,144,200,159,163,165,Buyeo
province_1669,3528,798,101,148,66,159,163,165,Buyeo
province_1670,1182,763,101,153,53,159,163,165,Buyeo
province_1671,2884,587,101,156,85,168,28,7,Rome
province_1672,2532,667,101,166,245,168,28,7,Rome
province_1673,3803,1120,101,219,239,159,163,165,Buyeo
province_1674,275,1488,101,227,146,159,163,165,Buyeo
province_1675,4120,712,102,57,217,255,255,0,Japan
province_1676,1046,337,102,60,193,159,163,165,Buyeo
province_1677,1278,615,102,65,118,159,163,165,Buyeo
province_1678,1082,637,102,68,191,159,163,165,Buyeo
province_1679,2510,1489,102,81,217,159,163,165,Buyeo
province_1680,2475,794,102,101,102,159,163,165,Buyeo
province_1681,3346,1003,102,105,158,103,140,53,Chutus
province_1682,2650,530,102,108,118,168,28,7,Rome
province_1683,3934,1191,102,122,107,159,163,165,Buyeo
province_1684,1218,629,102,124,222,159,163,165,Buyeo
province_1685,1528,1049,102,128,136,159,163,165,Buyeo
province_1686,2305,1017,102,130,97,159,163,165,Buyeo
province_1687,2572,503,102,136,115,159,163,165,Buyeo
province_1688,2568,646,102,137,199,168,28,7,Rome
province_1689,2672,1427,102,141,124,159,163,165,Buyeo
province_1690,2851,505,102,143,120,159,163,165,Buyeo
province_1691,2531,749,102,143,229,168,28,7,Rome
province_1692,1495,548,102,149,158,159,163,165,Buyeo
province_1693,3279,536,102,165,68,147,68,115,Unknown24
province_1694,2775,352,102,165,235,159,163,165,Buyeo
province_1695,1692,1371,102,172,83,159,163,165,Buyeo
province_1696,1310,1260,102,196,105,159,163,165,Buyeo
province_1697,1171,627,102,197,83,159,163,165,Buyeo
province_1698,1415,525,102,200,115,159,163,165,Buyeo
province_1699,1249,613,102,212,198,159,163,165,Buyeo
province_1700,3564,633,102,234,223,222,58,63,Eastern_Han_Empire
province_1701,4107,596,102,236,176,159,163,165,Buyeo
province_1702,1497,2044,102,246,94,159,163,165,Buyeo
province_1703,2576,487,102,247,125,159,163,165,Buyeo
province_1704,1347,1099,102,253,113,159,163,165,Buyeo
province_1705,2311,660,103,62,116,168,28,7,Rome
province_1706,2345,700,103,65,248,168,28,7,Rome
province_1707,2187,1016,103,66,178,159,163,165,Buyeo
province_1708,3622,676,103,66,245,159,163,165,Buyeo
province_1709,3636,987,103,70,126,159,163,165,Buyeo
province_1710,1489,1588,103,74,64,159,163,165,Buyeo
province_1711,3720,1172,103,76,231,137,83,249,Unknown21
province_1712,1321,1478,103,77,56,159,163,165,Buyeo
province_1713,2743,1687,103,86,200,159,163,165,Buyeo
province_1714,3190,705,103,93,211,65,190,187,Unknown4
province_1715,2567,545,103,95,246,168,28,7,Rome
province_1716,3314,748,103,103,176,65,190,187,Unknown4
province_1717,4029,1245,103,110,91,159,163,165,Buyeo
province_1718,2706,407,103,112,170,159,163,165,Buyeo
province_1719,4004,679,103,112,246,255,166,83,Ye
province_1720,1016,788,103,133,230,159,163,165,Buyeo
province_1721,1057,754,103,134,166,159,163,165,Buyeo
province_1722,2560,1682,103,136,204,159,163,165,Buyeo
province_1723,3743,1271,103,152,246,159,163,165,Buyeo
province_1724,1592,1368,103,154,124,159,163,165,Buyeo
province_1725,3719,948,103,160,114,159,163,165,Buyeo
province_1726,1848,1355,103,162,178,159,163,165,Buyeo
province_1727,3370,1014,103,172,188,103,140,53,Chutus
province_1728,2160,2396,103,183,189,159,163,165,Buyeo
province_1729,2243,739,103,192,72,159,163,165,Buyeo
province_1730,1318,1210,103,209,108,159,163,165,Buyeo
province_1731,3861,790,103,224,146,222,58,63,Eastern_Han_Empire
province_1732,2513,1063,103,227,254,159,163,165,Buyeo
province_1733,3747,933,103,231,203,159,163,165,Buyeo
province_1734,2549,1436,103,236,131,159,163,165,Buyeo
province_1735,3711,1159,103,237,92,80,35,89,Unknown7
province_1736,3037,1073,103,246,76,159,163,165,Buyeo
province_1737,1062,425,103,246,95,159,163,165,Buyeo
province_1738,1076,655,103,250,148,159,163,165,Buyeo
province_1739,1407,593,104,52,247,159,163,165,Buyeo
province_1740,1637,1621,104,55,199,159,163,165,Buyeo
province_1741,2866,445,104,63,247,159,163,165,Buyeo
province_1742,1463,1163,104,65,174,159,163,165,Buyeo
province_1743,2264,590,104,67,68,168,28,7,Rome
province_1744,2823,1019,104,73,236,159,163,165,Buyeo
province_1745,881,783,104,81,119,159,163,165,Buyeo
province_1746,3919,1280,104,88,151,159,163,165,Buyeo
province_1747,2587,457,104,89,63,159,163,165,Buyeo
province_1748,3387,1051,104,89,151,232,134,145,Unknown53
province_1749,3574,770,104,93,141,159,163,165,Buyeo
province_1750,1515,520,104,98,137,159,163,165,Buyeo
province_1751,2838,410,104,105,248,159,163,165,Buyeo
province_1752,2692,1176,104,109,247,159,163,165,Buyeo
province_1753,2805,452,104,115,121,159,163,165,Buyeo
province_1754,3291,701,104,115,232,65,190,187,Unknown4
province_1755,3277,474,104,120,149,159,163,165,Buyeo
province_1756,1295,721,104,128,141,159,163,165,Buyeo
province_1757,2902,475,104,132,183,159,163,165,Buyeo
province_1758,2587,1468,104,134,72,159,163,165,Buyeo
province_1759,2634,1342,104,138,171,159,163,165,Buyeo
province_1760,3957,1385,104,142,206,159,163,165,Buyeo
province_1761,2943,828,104,147,193,159,163,165,Buyeo
province_1762,3389,1103,104,152,68,149,154,204,Ceras
province_1763,1656,1642,104,155,101,159,163,165,Buyeo
province_1764,1424,615,104,160,190,159,163,165,Buyeo
province_1765,3943,407,104,161,199,159,163,165,Buyeo
province_1766,1317,1230,104,161,222,159,163,165,Buyeo
province_1767,2414,1144,104,176,186,159,163,165,Buyeo
province_1768,4040,1564,104,179,60,159,163,165,Buyeo
province_1769,2377,1087,104,193,79,159,163,165,Buyeo
province_1770,1343,1406,104,201,180,159,163,165,Buyeo
province_1771,3865,1725,104,202,52,159,163,165,Buyeo
province_1772,2317,1062,104,212,213,159,163,165,Buyeo
province_1773,2571,558,104,214,221,168,28,7,Rome
province_1774,4071,1738,104,239,146,159,163,165,Buyeo
province_1775,3894,789,104,254,90,222,58,63,Eastern_Han_Empire
province_1776,2818,670,105,51,170,168,28,7,Rome
province_1777,2906,503,105,60,194,159,163,165,Buyeo
province_1778,1604,204,105,62,100,159,163,165,Buyeo
province_1779,2491,419,105,67,236,159,163,165,Buyeo
province_1780,3565,594,105,69,214,158,211,120,Unknown29
province_1781,2732,1264,105,79,241,159,163,165,Buyeo
province_1782,3385,597,105,85,123,147,68,115,Unknown24
province_1783,1329,699,105,94,118,159,163,165,Buyeo
province_1784,3123,642,105,97,202,255,197,140,Persia_Clients
province_1785,3093,765,105,99,186,242,175,109,Persia
province_1786,2370,505,105,106,122,168,28,7,Rome
province_1787,3768,983,105,111,174,159,163,165,Buyeo
province_1788,1227,671,105,112,172,159,163,165,Buyeo
province_1789,1167,1065,105,126,161,159,163,165,Buyeo
province_1790,4110,675,105,133,163,255,255,0,Japan
province_1791,2829,760,105,142,174,168,28,7,Rome
province_1792,2456,459,105,147,157,159,163,165,Buyeo
province_1793,2682,397,105,149,117,159,163,165,Buyeo
province_1794,1302,868,105,150,218,159,163,165,Buyeo
province_1795,2680,1365,105,152,94,159,163,165,Buyeo
province_1796,2364,443,105,157,201,168,28,7,Rome
province_1797,2346,493,105,158,208,168,28,7,Rome
province_1798,2632,810,105,165,79,159,163,165,Buyeo
province_1799,2881,1107,105,181,184,159,163,165,Buyeo
province_1800,3205,618,105,182,146,65,190,187,Unknown4
province_1801,1470,1640,105,191,151,159,163,165,Buyeo
province_1802,3523,731,105,196,87,159,163,165,Buyeo
province_1803,4066,1390,105,211,206,159,163,165,Buyeo
province_1804,2513,841,105,214,64,159,163,165,Buyeo
province_1805,1431,1507,105,216,79,159,163,165,Buyeo
province_1806,2392,1042,105,230,205,159,163,165,Buyeo
province_1807,2547,345,105,233,86,159,163,165,Buyeo
province_1808,834,674,105,234,230,159,163,165,Buyeo
province_1809,3300,844,105,245,251,159,163,165,Buyeo
province_1810,3457,2243,105,246,72,159,163,165,Buyeo
province_1811,3839,655,106,62,243,222,58,63,Eastern_Han_Empire
province_1812,2928,1022,106,63,164,204,90,62,Himyar
province_1813,2241,637,106,73,108,168,28,7,Rome
province_1814,4340,1371,106,79,104,159,163,165,Buyeo
province_1815,1505,2045,106,82,119,159,163,165,Buyeo
province_1816,2838,546,106,95,109,159,163,165,Buyeo
province_1817,2906,480,106,136,183,159,163,165,Buyeo
province_1818,3856,701,106,148,230,222,58,63,Eastern_Han_Empire
province_1819,4006,1049,106,149,196,159,163,165,Buyeo
province_1820,2658,455,106,158,64,159,163,165,Buyeo
province_1821,2461,495,106,158,116,168,28,7,Rome
province_1822,883,622,106,158,184,159,163,165,Buyeo
province_1823,2250,654,106,161,130,168,28,7,Rome
province_1824,4118,1467,106,165,66,159,163,165,Buyeo
province_1825,1667,178,106,176,145,159,163,165,Buyeo
province_1826,3785,847,106,185,165,222,58,63,Eastern_Han_Empire
province_1827,3423,786,106,191,155,159,163,165,Buyeo
province_1828,4146,708,106,191,225,255,255,0,Japan
province_1829,3105,378,106,199,51,159,163,165,Buyeo
province_1830,3942,890,106,205,94,159,163,165,Buyeo
province_1831,2465,456,106,215,141,159,163,165,Buyeo
province_1832,2499,1314,106,223,165,159,163,165,Buyeo
province_1833,3846,708,106,225,206,222,58,63,Eastern_Han_Empire
province_1834,2469,471,106,233,228,168,28,7,Rome
province_1835,2340,574,106,245,195,168,28,7,Rome
province_1836,2355,727,106,248,243,159,163,165,Buyeo
province_1837,3752,1242,106,253,208,99,142,47,Unknown_99_142_47
province_1838,1461,1099,106,253,235,159,163,165,Buyeo
province_1839,2830,692,107,50,64,168,28,7,Rome
province_1840,2442,570,107,54,226,168,28,7,Rome
province_1841,1717,513,107,56,162,159,163,165,Buyeo
province_1842,2794,1199,107,57,78,159,163,165,Buyeo
province_1843,2614,304,107,67,218,159,163,165,Buyeo
province_1844,4335,1727,107,69,193,159,163,165,Buyeo
province_1845,2362,465,107,81,127,168,28,7,Rome
province_1846,2472,1010,107,86,137,159,163,165,Buyeo
province_1847,3920,1588,107,89,213,159,163,165,Buyeo
province_1848,2889,612,107,105,248,168,28,7,Rome
province_1849,2547,482,107,107,198,159,163,165,Buyeo
province_1850,2279,851,107,108,121,159,163,165,Buyeo
province_1851,1829,1413,107,117,133,159,163,165,Buyeo
province_1852,2521,545,107,123,123,168,28,7,Rome
province_1853,3767,553,107,127,76,159,163,165,Buyeo
province_1854,1452,1727,107,138,159,159,163,165,Buyeo
province_1855,2922,1034,107,142,138,159,163,165,Buyeo
province_1856,2591,582,107,148,221,168,28,7,Rome
province_1857,2693,1406,107,151,208,159,163,165,Buyeo
province_1858,2482,401,107,158,92,159,163,165,Buyeo
province_1859,2703,1337,107,177,120,159,163,165,Buyeo
province_1860,3799,1008,107,183,167,159,163,165,Buyeo
province_1861,4624,1480,107,183,216,159,163,165,Buyeo
province_1862,2376,759,107,205,89,159,163,165,Buyeo
province_1863,1307,577,107,207,220,159,163,165,Buyeo
province_1864,1282,710,107,209,118,159,163,165,Buyeo
province_1865,1716,1632,107,214,207,159,163,165,Buyeo
province_1866,2647,586,107,215,73,168,28,7,Rome
province_1867,2786,323,107,229,120,159,163,165,Buyeo
province_1868,2457,1082,107,230,50,159,163,165,Buyeo
province_1869,1810,1315,107,232,225,159,163,165,Buyeo
province_1870,2330,428,107,233,134,168,28,7,Rome
province_1871,2525,1366,107,234,86,159,163,165,Buyeo
province_1872,1405,628,107,239,165,159,163,165,Buyeo
province_1873,1524,126,107,244,193,159,163,165,Buyeo
province_1874,1830,237,107,254,202,159,163,165,Buyeo
province_1875,2692,487,108,50,202,159,163,165,Buyeo
province_1876,2808,889,108,53,207,163,118,173,Kush
province_1877,4016,695,108,60,218,39,190,58,Unknown1
province_1878,3400,780,108,62,52,159,163,165,Buyeo
province_1879,1470,1650,108,63,141,159,163,165,Buyeo
province_1880,1032,971,108,65,124,225,70,26,Unknown50
province_1881,2992,846,108,67,157,159,163,165,Buyeo
province_1882,3266,798,108,88,224,65,190,187,Unknown4
province_1883,2556,596,108,111,170,168,28,7,Rome
province_1884,3421,1061,108,125,76,44,86,133,Cholas
province_1885,2600,200,108,132,130,159,163,165,Buyeo
province_1886,2813,1407,108,132,251,159,163,165,Buyeo
province_1887,2587,595,108,139,218,168,28,7,Rome
province_1888,1331,946,108,141,198,159,163,165,Buyeo
province_1889,2483,370,108,141,225,159,163,165,Buyeo
province_1890,1034,734,108,143,251,159,163,165,Buyeo
province_1891,1455,1912,108,151,254,159,163,165,Buyeo
province_1892,3135,850,108,154,106,242,175,109,Persia
province_1893,2741,1292,108,154,180,159,163,165,Buyeo
province_1894,1489,1882,108,155,69,159,163,165,Buyeo
province_1895,2601,593,108,159,148,168,28,7,Rome
province_1896,4195,1445,108,160,141,159,163,165,Buyeo
province_1897,2493,1294,108,163,197,159,163,165,Buyeo
province_1898,4305,1735,108,165,203,159,163,165,Buyeo
province_1899,2471,565,108,166,199,168,28,7,Rome
province_1900,1724,229,108,170,90,159,163,165,Buyeo
province_1901,1182,207,108,178,151,159,163,165,Buyeo
province_1902,1004,466,108,190,177,159,163,165,Buyeo
province_1903,2699,769,108,195,132,168,28,7,Rome
province_1904,1777,1474,108,195,227,159,163,165,Buyeo
province_1905,3218,830,108,200,182,65,190,187,Unknown4
province_1906,2483,498,108,207,117,168,28,7,Rome
province_1907,4034,1389,108,240,77,159,163,165,Buyeo
province_1908,2445,1136,108,243,173,159,163,165,Buyeo
province_1909,3131,597,108,243,192,65,190,187,Unknown4
province_1910,1444,1162,108,247,60,159,163,165,Buyeo
province_1911,2792,499,108,249,121,159,163,165,Buyeo
province_1912,2411,1137,108,254,175,159,163,165,Buyeo
province_1913,2226,1159,108,255,60,159,163,165,Buyeo
province_1914,2923,516,109,63,180,159,163,165,Buyeo
province_1915,672,360,109,73,160,159,163,165,Buyeo
province_1916,2469,419,109,74,173,159,163,165,Buyeo
province_1917,886,499,109,74,212,159,163,165,Buyeo
province_1918,4216,1580,109,82,210,159,163,165,Buyeo
province_1919,1176,426,109,85,222,159,163,165,Buyeo
province_1920,3939,538,109,101,75,159,203,195,Buyeo
province_1921,3641,815,109,126,147,159,163,165,Buyeo
province_1922,1353,690,109,127,127,159,163,165,Buyeo
province_1923,1572,517,109,130,158,159,163,165,Buyeo
province_1924,3532,354,109,143,220,159,163,165,Buyeo
province_1925,2417,514,109,158,115,168,28,7,Rome
province_1926,1492,1316,109,158,124,159,163,165,Buyeo
province_1927,2614,586,109,159,131,168,28,7,Rome
province_1928,3849,2272,109,159,142,159,163,165,Buyeo
province_1929,3164,370,109,167,53,159,163,165,Buyeo
province_1930,2329,994,109,169,213,159,163,165,Buyeo
province_1931,2413,981,109,171,126,159,163,165,Buyeo
province_1932,1522,1481,109,171,209,159,163,165,Buyeo
province_1933,4011,556,109,176,72,159,163,165,Buyeo
province_1934,4291,1764,109,178,78,159,163,165,Buyeo
province_1935,1838,1365,109,183,92,159,163,165,Buyeo
province_1936,2249,995,109,213,255,159,163,165,Buyeo
province_1937,1867,179,109,215,114,159,163,165,Buyeo
province_1938,4013,872,109,223,107,159,163,165,Buyeo
province_1939,2154,1033,109,228,218,159,163,165,Buyeo
province_1940,3877,670,109,230,163,222,58,63,Eastern_Han_Empire
province_1941,2746,1709,109,237,152,159,163,165,Buyeo
province_1942,2251,445,109,237,185,159,163,165,Buyeo
province_1943,3705,417,109,239,51,159,163,165,Buyeo
province_1944,1013,629,109,248,121,159,163,165,Buyeo
province_1945,2967,844,109,253,241,159,163,165,Buyeo
province_1946,3636,882,109,254,127,159,163,165,Buyeo
province_1947,2770,798,109,254,155,168,28,7,Rome
province_1948,3745,1016,110,65,164,159,163,165,Buyeo
province_1949,2550,620,110,72,56,168,28,7,Rome
province_1950,2468,404,110,86,245,159,163,165,Buyeo
province_1951,4212,1841,110,87,245,159,163,165,Buyeo
province_1952,2464,426,110,88,222,159,163,165,Buyeo
province_1953,2908,1111,110,90,132,159,163,165,Buyeo
province_1954,2574,464,110,91,127,159,163,165,Buyeo
province_1955,1234,337,110,107,164,159,163,165,Buyeo
province_1956,3430,966,110,111,97,216,141,84,Satavahana
province_1957,3921,336,110,112,218,159,163,165,Buyeo
province_1958,3464,823,110,119,250,157,101,216,Unknown28
province_1959,3324,925,110,124,52,125,125,195,Unknown14
province_1960,2346,539,110,125,194,168,28,7,Rome
province_1961,2137,1010,110,127,170,159,163,165,Buyeo
province_1962,1604,1320,110,138,153,159,163,165,Buyeo
province_1963,1836,273,110,140,97,159,163,165,Buyeo
province_1964,3846,183,110,141,82,159,163,165,Buyeo
province_1965,1772,1305,110,142,178,159,163,165,Buyeo
province_1966,915,827,110,145,201,159,163,165,Buyeo
province_1967,3868,1629,110,148,150,159,163,165,Buyeo
province_1968,2664,1202,110,150,166,159,163,165,Buyeo
province_1969,3902,725,110,154,179,222,58,63,Eastern_Han_Empire
province_1970,2559,894,110,163,227,159,163,165,Buyeo
province_1971,3381,1076,110,185,98,215,0,121,Unknown46
province_1972,3465,845,110,185,229,73,116,129,Unknown6
province_1973,3807,1353,110,204,148,159,163,165,Buyeo
province_1974,2672,1246,110,212,149,159,163,165,Buyeo
province_1975,2465,1270,110,234,167,159,163,165,Buyeo
province_1976,2549,217,110,235,200,159,163,165,Buyeo
province_1977,1474,462,110,250,222,159,163,165,Buyeo
province_1978,4251,1825,110,253,186,159,163,165,Buyeo
province_1979,1005,621,110,253,206,159,163,165,Buyeo
province_1980,2194,1068,111,60,186,159,163,165,Buyeo
province_1981,3662,801,111,62,228,159,163,165,Buyeo
province_1982,2843,848,111,85,248,159,163,165,Buyeo
province_1983,2763,1556,111,92,126,159,163,165,Buyeo
province_1984,2445,682,111,94,252,168,28,7,Rome
province_1985,1733,1452,111,95,245,159,163,165,Buyeo
province_1986,2874,1259,111,114,55,159,163,165,Buyeo
province_1987,2208,1126,111,116,195,159,163,165,Buyeo
province_1988,2224,1086,111,122,175,159,163,165,Buyeo
province_1989,3162,622,111,126,88,65,190,187,Unknown4
province_1990,2520,293,111,129,182,159,163,165,Buyeo
province_1991,2617,1537,111,130,131,159,163,165,Buyeo
province_1992,2450,1025,111,138,177,159,163,165,Buyeo
province_1993,1596,410,111,140,143,159,163,165,Buyeo
province_1994,2285,1134,111,140,146,159,163,165,Buyeo
province_1995,1581,1647,111,144,215,159,163,165,Buyeo
province_1996,3881,724,111,145,132,222,58,63,Eastern_Han_Empire
province_1997,2452,512,111,148,224,168,28,7,Rome
province_1998,2735,1427,111,153,194,159,163,165,Buyeo
province_1999,3110,700,111,159,153,242,175,109,Persia
province_2000,1373,1383,111,164,96,159,163,165,Buyeo
province_2001,2220,778,111,190,171,159,163,165,Buyeo
province_2002,2125,748,111,195,197,159,163,165,Buyeo
province_2003,1809,1517,111,196,163,159,163,165,Buyeo
province_2004,2457,684,111,200,165,168,28,7,Rome
province_2005,4444,1750,111,206,163,159,163,165,Buyeo
province_2006,3342,753,111,212,154,65,190,187,Unknown4
province_2007,2495,1068,111,239,198,159,163,165,Buyeo
province_2008,1416,1105,111,240,172,159,163,165,Buyeo
province_2009,2424,697,111,244,224,168,28,7,Rome
province_2010,4153,571,112,54,196,159,163,165,Buyeo
province_2011,2212,247,112,55,113,159,163,165,Buyeo
province_2012,2760,1276,112,58,59,159,163,165,Buyeo
province_2013,2490,904,112,58,123,159,163,165,Buyeo
province_2014,3905,778,112,66,140,222,58,63,Eastern_Han_Empire
province_2015,3968,1171,112,71,254,159,163,165,Buyeo
province_2016,2433,459,112,75,141,168,28,7,Rome
province_2017,2777,382,112,90,161,159,163,165,Buyeo
province_2018,3906,795,112,97,109,222,58,63,Eastern_Han_Empire
province_2019,1266,690,112,97,165,159,163,165,Buyeo
province_2020,3951,1249,112,99,239,159,163,165,Buyeo
province_2021,3425,523,112,101,132,158,211,120,Unknown29
province_2022,3887,429,112,109,72,159,163,165,Buyeo
province_2023,1436,1840,112,115,196,159,163,165,Buyeo
province_2024,3368,1064,112,116,241,132,204,140,Unknown20
province_2025,1336,506,112,123,232,159,163,165,Buyeo
province_2026,3838,751,112,136,136,222,58,63,Eastern_Han_Empire
province_2027,2661,526,112,140,177,168,28,7,Rome
province_2028,3311,682,112,142,113,226,114,91,Unknown51
province_2029,1442,595,112,166,230,159,163,165,Buyeo
province_2030,3480,617,112,169,181,222,58,63,Eastern_Han_Empire
province_2031,2821,1147,112,177,250,159,163,165,Buyeo
province_2032,2734,1380,112,179,80,159,163,165,Buyeo
province_2033,2464,517,112,186,67,168,28,7,Rome
province_2034,1817,1415,112,191,167,159,163,165,Buyeo
province_2035,2996,113,112,202,54,159,163,165,Buyeo
province_2036,2319,584,112,202,135,168,28,7,Rome
province_2037,1184,544,112,204,177,159,163,165,Buyeo
province_2038,1707,1520,112,204,211,159,163,165,Buyeo
province_2039,3794,640,112,210,158,222,58,63,Eastern_Han_Empire
province_2040,1794,1543,112,218,72,159,163,165,Buyeo
province_2041,3815,680,112,222,121,222,58,63,Eastern_Han_Empire
province_2042,2683,590,112,223,159,168,28,7,Rome
province_2043,3727,597,112,232,210,222,58,63,Eastern_Han_Empire
province_2044,1495,1210,112,233,70,159,163,165,Buyeo
province_2045,2668,708,112,234,240,168,28,7,Rome
province_2046,3240,846,112,237,63,65,190,187,Unknown4
province_2047,3811,461,112,239,131,159,163,165,Buyeo
province_2048,3771,432,112,239,204,159,163,165,Buyeo
province_2049,2555,456,112,254,246,159,163,165,Buyeo
province_2050,2350,540,113,51,238,168,28,7,Rome
province_2051,2978,441,113,58,246,159,163,165,Buyeo
province_2052,1626,1713,113,62,172,159,163,165,Buyeo
province_2053,1450,1113,113,66,173,159,163,165,Buyeo
province_2054,972,711,113,67,53,159,163,165,Buyeo
